"Evaporation","Sunshine","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","RainTomorrow","Month"
3,8.1,33,39,62,46,1001.3,1004.6,"0","September"
4.8,5.4,30,15,68,34,1010.7,1008.1,"1","September"
4.6,2.1,41,22,60,72,1002.6,999,"1","September"
3,6,30,39,61,71,1002,1002.5,"1","September"
2.8,3.9,44,48,64,68,1009.1,1010.3,"1","September"
3.6,2.9,24,13,87,54,1014.6,1013.3,"1","September"
2.2,8.4,4,19,53,35,1015.4,1011.2,"0","September"
7.8,7.1,63,50,39,27,1011.6,1008.1,"0","September"
8.2,0.4,13,17,72,61,1010.2,1011.6,"0","October"
1.6,0.1,28,33,55,56,1013.7,1012.3,"0","October"
4,6.3,26,20,82,76,1017.2,1015.3,"0","October"
2.6,4.9,6,19,73,45,1020.5,1019,"0","October"
3.2,3.1,20,22,59,52,1022.2,1021.9,"1","October"
2.4,7.1,22,20,76,45,1023.5,1021.5,"0","October"
2.8,10,17,37,52,43,1024,1024.5,"0","October"
4,9.3,11,31,57,45,1027.4,1027.1,"0","October"
4.8,9.5,7,28,63,40,1030.3,1028.7,"0","October"
3.2,10.4,9,13,72,38,1030.1,1026,"0","October"
4.8,9.1,28,26,64,25,1021.4,1015.3,"0","October"
6,5.8,31,31,48,51,1001.1,996.7,"0","October"
7.6,4.1,43,37,62,28,995.4,992,"1","October"
5.4,2.8,24,37,70,67,999.9,1002.2,"1","October"
2.2,2.5,17,41,72,71,1005.2,1007,"1","October"
2.4,2,20,20,78,52,1015.9,1017.2,"1","October"
2.2,2.1,20,19,74,53,1024.8,1025.4,"0","October"
2.2,6.8,15,13,65,45,1028.2,1027.5,"0","October"
3.4,10.7,6,4,61,44,1027.3,1023.5,"0","October"
7.2,8.1,46,20,34,23,1017.6,1014.7,"0","October"
8.4,8.6,19,22,80,50,1021.6,1021.9,"0","October"
5,11.4,24,15,60,54,1023.6,1021.4,"0","October"
5.2,9.8,17,24,64,44,1022.5,1022.2,"0","October"
4.6,12.6,6,20,64,48,1020.6,1018.6,"0","October"
5.8,8.7,31,41,51,36,1021,1021.9,"0","October"
5.6,12.7,31,31,55,37,1027.4,1025,"0","October"
6.6,12.2,9,19,66,44,1027.6,1024.1,"0","October"
6.8,4.6,7,19,71,61,1026.8,1023.4,"0","October"
4,9.2,7,17,68,36,1022.4,1018.3,"0","October"
6.2,0.2,24,24,64,61,1019.2,1017.9,"1","October"
3,11.7,28,22,51,49,1019.7,1016.4,"1","October"
8.6,1.4,11,19,94,71,1021.3,1021.8,"0","November"
1.8,9.1,9,17,65,53,1021.4,1016.4,"0","November"
7,5.9,9,46,54,45,1009.7,1012.5,"0","November"
6.8,3.7,20,22,62,46,1019.5,1019,"0","November"
4.8,8.9,22,26,49,48,1024.5,1023.5,"0","November"
6,13.2,9,26,64,49,1026.7,1022.7,"0","November"
5.4,12,43,22,57,24,1026.6,1024.4,"0","November"
12,13.2,39,19,37,21,1027.6,1024.6,"0","November"
8,13,28,17,46,22,1023.7,1020.5,"0","November"
11.8,13,13,26,48,22,1019.8,1017.1,"0","November"
11.6,12.8,11,17,50,19,1020.2,1018.4,"0","November"
10.4,11.2,0,31,50,32,1018.5,1018.1,"0","November"
7.4,10.3,9,17,68,45,1020.9,1016.3,"0","November"
7.4,12,35,19,48,37,1012.9,1012,"0","November"
9.8,12,11,13,64,34,1013.5,1010.6,"0","November"
8,7.8,31,24,62,52,1008.7,1007.7,"0","November"
7.6,8.7,20,26,52,53,1011.4,1010.1,"0","November"
5,9,13,24,64,37,1009.1,1005.3,"0","November"
9.2,11.6,33,20,23,26,1004.6,1006.1,"0","November"
10.6,1.8,20,35,30,57,1004.4,1006.9,"1","November"
6.2,0,9,19,78,61,1009.2,1005.9,"1","November"
8.6,1.6,15,20,93,69,998.1,1007.5,"1","November"
5.6,10.9,13,24,51,38,1024.1,1024.1,"0","November"
6,13,2,9,63,8,1026.6,1023,"0","November"
6.4,8.8,7,20,48,52,1021.7,1018,"1","November"
6.2,1.5,11,11,90,87,1012.7,1007.3,"1","November"
2.8,6,26,30,69,54,1007.4,1006.1,"1","November"
6.6,6.9,28,37,50,34,1003.4,1000.1,"1","November"
6.8,7.1,13,31,72,59,1001.7,1004.2,"1","November"
4.6,10.3,28,33,63,42,1014.9,1014.8,"0","November"
5.6,12.3,31,26,54,37,1022,1019.9,"0","December"
6.8,12.7,11,13,62,22,1021.3,1017.6,"0","December"
11.6,6.5,41,30,25,28,1014.8,1010.9,"0","December"
8.4,10.7,13,17,52,32,1020.4,1018.3,"0","December"
5.8,6.1,20,19,64,49,1016.7,1016.5,"0","December"
3.2,12.6,11,13,64,39,1017.7,1013.6,"0","December"
7,10.2,11,31,64,51,1012.9,1013,"1","December"
6.8,1.5,35,17,93,71,1008.6,1009.1,"1","December"
2.8,13.2,13,20,51,28,1011.7,1008,"0","December"
7.4,4.6,20,43,39,76,1007.3,1005.2,"1","December"
6.6,10,31,28,54,38,1017.1,1017.8,"0","December"
5.8,3.8,30,20,63,47,1019.1,1017.5,"0","December"
3.4,4,28,20,64,60,1020.2,1020.1,"0","December"
4.6,11.3,15,20,51,49,1022.5,1021.9,"0","December"
6,12.9,6,6,66,40,1020.7,1016.5,"0","December"
10.8,12.1,37,35,27,10,1013.1,1009.4,"0","December"
6.4,0.5,15,11,62,87,1008.9,1007.9,"1","December"
3,13.4,17,17,58,38,1018.8,1016,"0","December"
7.4,8.1,19,24,54,48,1019.1,1020,"0","December"
6,11.2,11,13,50,47,1020.3,1018.2,"0","December"
5.6,13.5,4,19,62,21,1014.2,1011.3,"0","December"
7.4,11.1,7,15,67,43,1013.2,1011.8,"0","December"
6.2,11.3,7,26,62,15,1010.2,1005.9,"0","December"
7.6,0,6,19,49,60,1003.1,1006.6,"1","December"
1,8,17,31,56,41,1015.9,1015.6,"0","December"
6.8,13,22,28,51,49,1019.1,1017.7,"0","December"
6.8,4.5,6,24,70,64,1018.6,1016.8,"0","December"
5,10.1,13,15,76,53,1018.6,1018.4,"0","December"
7,12.4,13,26,66,57,1023.5,1022.5,"0","December"
7.6,12.3,9,22,68,16,1021.6,1015.3,"0","December"
11.2,10.1,41,41,43,28,1012.6,1007.5,"1","December"
7.6,0,11,15,91,77,1010.8,1009.2,"1","January"
0.6,3.2,22,28,76,41,1011.2,1012.4,"0","January"
6,6.5,24,28,57,56,1019.3,1019.5,"0","January"
5.2,13.8,9,9,57,42,1018.7,1014.9,"0","January"
6.4,13.9,6,28,71,57,1013.9,1014.5,"0","January"
8,9.4,15,24,68,49,1018.2,1017.8,"0","January"
6.2,13,17,22,51,44,1018.9,1017,"0","January"
6.6,11.3,9,26,58,20,1017,1013.3,"0","January"
8,13.7,35,30,28,47,1013.4,1014.5,"0","January"
11.4,13.2,6,9,63,44,1017.5,1014.6,"0","January"
8.4,11.7,35,28,63,14,1011.7,1005.9,"0","January"
10,2.7,20,30,39,39,1004.4,1004.3,"0","January"
7.6,5.7,15,30,52,39,1015.6,1016.9,"0","January"
5,13.4,19,24,44,42,1019.6,1018.7,"0","January"
9.2,12,11,15,61,46,1017.5,1014.1,"0","January"
8,12.3,9,33,81,62,1008.3,1006.2,"0","January"
11.4,9.3,24,39,51,35,1009.6,1008.3,"1","January"
7.8,7,43,31,85,61,1009.8,1011.3,"1","January"
5.2,9.2,20,20,55,40,1014.1,1012.4,"0","January"
6.4,10.6,13,20,62,32,1011.4,1009.6,"0","January"
7.6,8.3,6,17,61,36,1011.8,1009.2,"0","January"
10,1,41,26,50,13,1005.2,1002.2,"0","January"
11.4,8.4,17,30,60,44,1013,1015.1,"0","January"
7.4,10.3,9,13,59,47,1016.2,1014.4,"0","January"
6.6,11.2,13,20,62,48,1014.8,1012.4,"0","January"
7,9.9,11,26,69,60,1011.5,1012.3,"0","January"
7.2,7.5,22,26,58,48,1016.4,1015.1,"0","January"
6.6,9,15,20,70,56,1010.5,1008.7,"0","January"
7,7.5,24,30,70,45,1014.8,1015.9,"0","January"
6.8,13.1,9,26,65,35,1016,1011.1,"0","January"
10.8,7.2,61,44,38,24,1009.6,1006.4,"1","January"
10.2,11,15,28,58,45,1019,1016.3,"0","February"
7.4,12,11,20,61,28,1015.6,1012.2,"0","February"
12,12.1,19,13,36,25,1013.9,1009.4,"0","February"
8,0.7,22,26,35,83,1008.9,1008.7,"1","February"
2.2,1.6,19,31,95,69,1014.6,1016.5,"1","February"
4.8,11.3,22,19,57,48,1021.4,1019.8,"0","February"
5.2,13,0,13,67,40,1022.1,1018.9,"0","February"
7.2,12.8,9,24,66,41,1020.9,1018.6,"0","February"
10,8.8,39,20,58,53,1019.5,1017.8,"0","February"
8.8,3.8,7,22,71,50,1018.5,1015.4,"0","February"
3.4,4.5,9,20,67,64,1014.4,1009,"1","February"
6.8,0.4,20,22,79,66,1011.1,1012.6,"0","February"
2.8,0.1,11,22,83,76,1011.9,1010.4,"1","February"
1.6,7.5,15,20,85,63,1008.9,1006.8,"0","February"
5.8,7.4,28,30,72,45,1013.2,1013.9,"0","February"
5.6,12.7,26,24,67,44,1017.5,1015.7,"0","February"
7.4,10.8,13,17,72,48,1017.4,1018.1,"0","February"
7,11.7,20,20,62,57,1023.6,1022,"0","February"
8,12.1,50,31,40,24,1022,1018.1,"0","February"
10.2,10.1,43,39,38,24,1015.2,1010.8,"0","February"
6.2,10.4,13,20,67,46,1011.1,1009.1,"0","February"
7,9.3,13,24,73,35,1012.2,1008.9,"0","February"
9.2,11.8,24,24,58,48,1021,1021.1,"0","February"
6.4,12.5,9,22,63,49,1023.2,1022.4,"0","February"
6.6,12.2,6,15,62,50,1026.4,1024.2,"0","February"
5.8,11.7,41,31,46,22,1022.4,1017.9,"0","February"
2.4,1.6,24,19,78,71,1017.4,1019.6,"0","February"
4,5.2,19,33,60,43,1021.8,1022.1,"0","February"
8,8.5,33,39,45,48,1024.3,1022.2,"0","March"
6.2,10.3,11,26,57,48,1022.6,1020.2,"0","March"
5.4,10.5,9,13,69,43,1019.9,1015.6,"0","March"
6.8,5.5,22,26,55,27,1012.7,1008.7,"0","March"
7.6,1.5,11,28,61,57,1006.6,1004.2,"1","March"
4,5.7,6,26,73,96,1009.6,1010.2,"1","March"
4.8,3.7,19,7,92,47,1013.8,1008.5,"1","March"
7,6.4,20,37,89,60,1006.3,1004.3,"1","March"
3,7.3,30,39,62,36,1013.4,1016.8,"0","March"
6,4.6,17,31,57,44,1026.5,1028.4,"0","March"
3.6,11.6,11,26,64,47,1034.1,1033.5,"0","March"
4,11.4,9,19,72,40,1037.2,1034.6,"0","March"
5,11.6,9,6,70,35,1035.2,1031.5,"0","March"
5.8,11.5,22,19,66,30,1029.5,1025.4,"0","March"
6.6,10.5,24,13,58,26,1024.2,1021,"0","March"
8.6,11,31,28,47,25,1021.6,1019.6,"0","March"
11.8,7.8,41,13,36,32,1022.2,1021.2,"0","March"
8,2.2,17,17,60,27,1023.1,1019.8,"0","March"
8.8,4.8,9,13,53,49,1016.5,1015.8,"0","March"
3.2,8.4,9,26,63,48,1020.7,1019.3,"0","March"
5.4,8.2,11,31,54,40,1019.6,1019.8,"0","March"
5.8,11,17,11,64,41,1023.4,1022,"0","March"
4,7.3,17,17,61,46,1023.7,1021.9,"0","March"
4.4,8.4,13,17,75,58,1024.8,1023.4,"0","March"
3.8,10,13,20,90,27,1020.3,1016.2,"0","March"
9.6,7.2,31,30,42,52,1016.6,1016.9,"0","March"
4,0.4,15,13,67,58,1021.4,1018.8,"0","March"
3.8,0.1,31,30,56,42,1012.2,1009.6,"1","March"
3.8,6.8,11,22,89,63,1013.5,1015.5,"0","March"
4,9.6,11,28,78,53,1022.8,1022.9,"0","March"
3.6,7.6,7,9,78,48,1023,1019.9,"0","March"
2.4,7.7,11,19,79,45,1020.8,1019.2,"0","April"
2.2,4.9,22,31,75,59,1022,1021.2,"0","April"
4,9,9,17,72,47,1022.8,1020.3,"0","April"
4.4,9.7,4,20,67,40,1022,1016.9,"0","April"
4.6,9.9,24,31,62,34,1018.1,1014.4,"0","April"
7,0.5,26,20,42,36,1014.8,1011.7,"1","April"
5.2,4.1,20,19,84,40,1010.2,1008.3,"0","April"
4,3.9,20,22,69,63,1016.4,1017.5,"0","April"
2.6,2.3,9,13,82,49,1015.2,1011.2,"0","April"
1.6,2.6,24,15,77,62,1009.1,1006.5,"1","April"
4,8.5,37,37,54,38,1007,1009.6,"0","April"
5,6.2,35,31,67,66,1017.7,1018.7,"0","April"
3.6,0,20,19,57,59,1025.8,1024.1,"0","April"
2.6,0.3,15,15,68,47,1024.6,1022.5,"0","April"
2.2,0.8,15,19,68,73,1024.8,1024.2,"0","April"
1.6,9.8,7,20,74,32,1026.1,1022,"0","April"
5.2,10.2,20,28,64,26,1025.7,1022.2,"0","April"
5.4,5.8,24,26,58,35,1025,1022.1,"0","April"
6,6.6,17,28,66,37,1023.8,1020.6,"0","April"
6.6,8.8,37,33,59,34,1020.9,1016.7,"0","April"
5,7.7,7,15,81,61,1021.7,1018.9,"0","April"
3.6,8.9,28,26,58,31,1020.1,1016.5,"0","April"
8,1.2,24,20,44,62,1014.5,1011.8,"1","April"
3.8,3,20,31,73,47,1007.9,1005.7,"0","April"
4.4,6.8,22,24,70,55,1017.4,1019.6,"0","April"
1.4,8.4,19,17,72,40,1025.3,1021.2,"0","April"
4.6,0.6,30,9,62,83,1018,1017.3,"0","April"
0.8,4.4,26,28,60,56,1018.8,1015.3,"1","April"
2.8,2.7,13,28,71,58,1020.8,1020.6,"0","April"
3.6,0,13,11,85,71,1028,1026.4,"0","April"
0.4,10.3,30,31,75,82,1024.5,1021.2,"0","May"
4.2,1.1,24,9,58,53,1023.7,1024.9,"0","May"
1.6,8.3,11,37,78,38,1025.4,1019.1,"0","May"
7,6.8,56,30,43,37,1011.4,1006.5,"1","May"
4,6,28,31,64,60,1015.3,1015.2,"1","May"
3.4,5.5,13,19,89,43,1020.1,1020.5,"0","May"
2.4,0.7,24,22,73,58,1020.8,1018.1,"1","May"
1,9.5,0,7,75,54,1023.1,1020.1,"0","May"
3,6.7,26,24,69,47,1020.6,1017.4,"0","May"
4.4,8.2,31,31,60,53,1016.9,1011.4,"1","May"
4.6,9.4,17,31,74,44,1013.2,1015.1,"0","May"
2.8,4,22,19,74,62,1023.5,1023.2,"0","May"
1.8,1.4,20,17,86,74,1025.1,1023,"0","May"
0.4,0,9,11,82,77,1022.4,1019.4,"0","May"
1.2,4.7,4,6,70,61,1020.4,1017.9,"0","May"
1,6.4,13,11,88,55,1021.4,1018.7,"0","May"
2.2,5.7,7,7,87,56,1021.3,1019,"0","May"
0.8,9.1,11,9,84,44,1021.6,1019.9,"0","May"
2,8.8,13,11,80,44,1023.9,1021.7,"0","May"
2,4.9,2,9,71,54,1023.3,1020.7,"0","May"
2,0.9,7,19,77,55,1023.6,1021.9,"0","May"
0.6,9.4,6,17,77,53,1024.2,1021.5,"0","May"
1.4,8.6,13,31,79,36,1022.8,1017.8,"0","May"
3,0.3,13,9,54,83,1015.3,1011.8,"1","May"
1.8,0,11,11,85,91,1008.2,1005.2,"1","May"
0.8,8,0,9,83,59,1011,1010.9,"0","May"
1,2.1,17,31,84,65,1017.7,1016.3,"0","May"
2.2,1.1,24,20,76,61,1016.2,1011.9,"1","May"
1,0.8,0,19,92,77,1005.7,1004.3,"0","May"
0.6,0,26,22,85,62,1010.9,1012.7,"0","May"
1.8,4.1,22,22,74,53,1018.5,1016.3,"0","May"
1.6,5.6,17,24,83,54,1019.5,1017,"0","June"
1,4.8,4,13,79,57,1022.3,1022,"0","June"
1.4,4.9,9,15,95,63,1027.3,1025.1,"0","June"
2.2,0,7,0,89,79,1024.4,1021.7,"0","June"
0.2,0,9,26,88,80,1019.5,1017.4,"1","June"
2.6,4.1,11,20,93,65,1023.1,1023.3,"1","June"
1.2,2.1,17,9,92,75,1027.1,1024.7,"0","June"
2.4,3.2,22,20,68,43,1021.8,1016.7,"1","June"
2.8,3.1,22,31,89,74,1009.9,1009.2,"1","June"
1,3.9,22,22,74,59,1021.7,1020.7,"0","June"
1.8,2.6,13,22,83,80,1021.6,1020.3,"1","June"
2.8,2.8,15,20,84,63,1026.7,1026.3,"0","June"
0.2,0,7,15,75,62,1032.1,1031.7,"0","June"
1.2,6.5,13,6,69,62,1034.4,1031.6,"0","June"
1.6,6.4,20,9,76,40,1030.7,1027.2,"0","June"
1.2,0,37,37,83,71,1022.5,1016.3,"0","June"
1.6,4.8,26,35,60,54,1004.2,1006.9,"1","June"
2.6,7.3,26,33,76,66,1015.9,1013.4,"1","June"
2.2,6.9,20,24,75,46,1018,1018.4,"0","June"
1.6,1.2,20,17,89,73,1025.3,1026.6,"1","June"
2,7.5,17,9,99,49,1034.9,1034.1,"0","June"
0.8,6.6,11,7,86,62,1037.9,1035.6,"0","June"
1,2.3,9,22,76,47,1035.4,1031.4,"0","June"
1.4,7.2,28,39,66,54,1026.1,1021.2,"0","June"
3.6,0.1,39,22,80,82,1016.6,1014.7,"1","June"
1.6,2,20,28,79,68,1022.9,1022.6,"1","June"
0.2,6.6,15,9,86,66,1025.3,1022.6,"0","June"
1.2,9.1,26,35,72,45,1019.2,1016,"0","June"
4,0.8,35,39,65,61,1015.9,1014.6,"1","June"
1.8,2.7,28,24,80,59,1016.9,1016.3,"0","June"
2.2,3,20,28,80,63,1023,1022.6,"0","July"
0.6,0.7,24,13,74,84,1025,1022.6,"1","July"
1.2,1,19,19,76,63,1030.3,1029.8,"0","July"
1,0,11,9,78,55,1031.8,1028.5,"0","July"
0.8,2,11,0,88,51,1027,1022.7,"0","July"
1,8.2,13,15,76,51,1022.8,1020.9,"0","July"
1.4,0.7,9,17,77,77,1026.9,1026.1,"0","July"
0.8,0.1,0,13,86,66,1029.3,1027.5,"0","July"
0.2,9,20,28,85,48,1029.7,1026.2,"0","July"
2.6,2,37,50,51,62,1018.7,1012.7,"0","July"
2,9,17,24,75,61,1016.7,1017,"0","July"
2.4,8.6,20,30,79,48,1022.2,1019.2,"0","July"
2.4,3,22,31,63,54,1011.5,1002.5,"1","July"
1.4,3,26,24,62,74,1003.4,1003,"1","July"
2.6,4.8,20,22,75,65,1020.2,1022.4,"0","July"
2,1.3,9,11,61,50,1027.8,1025.9,"0","July"
1.6,3.7,13,24,74,62,1027.1,1023.6,"0","July"
2.2,4,41,20,71,75,1018.3,1015.5,"1","July"
2,6.4,11,13,82,49,1019.6,1019.6,"0","July"
1.2,1.3,24,11,73,90,1023.8,1023.4,"1","July"
1.6,8,4,15,88,67,1029.7,1028.7,"0","July"
1,0.3,13,17,83,92,1032.6,1032,"1","July"
0.2,0,7,7,74,68,1035.6,1033.4,"0","July"
0.4,0.1,9,7,75,64,1032.4,1030.1,"0","July"
1,6.5,2,11,85,63,1032,1030.7,"0","July"
1.2,8,9,15,82,57,1036.2,1034.9,"0","July"
2.8,7.8,11,13,78,61,1036.1,1031.8,"0","July"
2,0.1,4,9,87,70,1027.2,1021.9,"1","July"
0.8,0,13,22,83,66,1016.5,1013.2,"0","July"
1.6,4.7,33,31,81,57,1011.9,1009.4,"0","July"
2.2,6.7,20,30,73,35,1011.6,1012.7,"1","July"
3.2,4.6,20,37,87,44,1012.6,1012.4,"1","August"
5.2,8,24,37,72,76,1023.5,1024.9,"1","August"
2,0,17,17,76,68,1025.8,1022.6,"0","August"
1.2,0.1,15,20,68,74,1016.1,1014,"1","August"
2.4,4.2,22,26,73,49,1019,1018.8,"1","August"
1.2,3,9,9,86,53,1025,1023.9,"0","August"
1.2,7.2,19,24,86,40,1026,1021.6,"0","August"
3,9.8,39,33,64,62,1019.6,1016.9,"0","August"
2.4,7.2,13,9,65,37,1021.5,1018.6,"1","August"
1.4,0.1,6,9,90,87,1016.1,1009.8,"1","August"
1.2,0.3,22,15,79,89,1003.3,998.4,"1","August"
3.4,4.1,30,33,74,68,1010.2,1012.7,"1","August"
0.6,1,9,0,86,65,1016.9,1013.3,"0","August"
3.8,3.8,57,44,55,46,1007.4,1000.7,"0","August"
1.4,0.9,35,26,78,78,999.9,1001.6,"1","August"
1.2,6.8,33,33,71,46,1011.5,1014.5,"1","August"
2.6,8,15,17,68,45,1023,1019.2,"0","August"
2.2,0.9,30,41,53,73,1010.8,1000.5,"0","August"
1.2,8.1,22,31,58,34,1003.3,1003.5,"0","August"
2.4,5.5,28,35,55,43,1011.2,1010.4,"0","August"
2.4,7,24,28,64,40,1015.6,1015.1,"0","August"
2,9.5,28,37,71,45,1020.9,1017.8,"0","August"
3.2,5.8,28,26,59,41,1014.4,1010.7,"1","August"
3.6,4.9,20,48,57,48,1009.6,1003.7,"1","August"
3.8,2.9,31,35,62,53,1005.4,999.7,"0","August"
2.2,3,22,20,61,46,999.3,998.8,"0","August"
2,7.3,24,24,64,57,1009.6,1013.2,"0","August"
1.8,4.5,15,11,82,62,1024.3,1025,"0","August"
2,1.3,7,6,79,52,1029.8,1027.6,"0","August"
1.2,8.8,20,15,69,34,1027.7,1023.7,"0","August"
3.2,0.2,33,41,56,55,1021.7,1015,"1","August"
1,0,13,11,90,84,1014.1,1014.3,"1","September"
0.6,6,17,28,62,49,1020.2,1021.2,"0","September"
2.4,1.6,7,11,73,48,1021.9,1015.7,"1","September"
2.6,1.3,37,50,87,71,997.3,990.8,"1","September"
2.4,5.8,35,30,65,56,1008.9,1011.4,"1","September"
3,6.8,20,28,56,48,1018.8,1018.8,"1","September"
2.6,5.3,11,6,87,50,1027.3,1025.3,"0","September"
1.8,8.1,19,35,68,39,1025.3,1019.8,"0","September"
5.4,5.8,52,37,63,51,1011.5,1005.8,"1","September"
3.6,5.4,26,37,74,80,1002.1,1006,"0","September"
2.6,6,19,19,55,38,1017.9,1017.2,"0","September"
3.4,3.2,26,30,55,50,1019.8,1015,"0","September"
2.2,2,13,19,55,56,1015.1,1015.7,"0","September"
1.8,10.1,13,15,54,43,1017.1,1013.8,"0","September"
3.2,4.6,31,30,56,80,1014.3,1013.8,"1","September"
3.4,6.8,31,39,59,48,1018.1,1017.6,"0","September"
4,0.4,24,24,55,48,1024.7,1023.1,"0","September"
2.2,2.9,17,24,77,64,1021.3,1019.8,"1","September"
2.2,3.7,20,20,73,55,1024.6,1022.9,"0","September"
2.4,0,19,13,78,66,1027.7,1026.4,"0","September"
1.8,0,24,24,84,56,1028.9,1028,"0","September"
0.8,1.2,13,19,64,53,1028.2,1026.4,"0","September"
1.6,2.1,22,19,61,51,1027.1,1025,"0","September"
3,3.3,9,6,62,49,1024.1,1018.9,"0","September"
2.8,6.5,22,20,60,40,1014.8,1014,"0","September"
2.8,7.9,9,22,68,49,1020.4,1014.5,"0","September"
5.2,1,20,30,56,76,1010.7,1010.9,"1","September"
6.6,7.2,28,24,47,46,1014.8,1014.5,"1","September"
3,10.1,20,22,63,45,1023.4,1023.2,"0","September"
2.4,6.2,15,15,56,44,1026.4,1024.1,"0","September"
2.8,10.2,11,22,52,30,1027.7,1025.7,"0","October"
3.8,11.3,2,13,62,41,1028.7,1024.9,"0","October"
3.8,11.9,9,28,63,34,1027.8,1024.1,"0","October"
6.8,6.5,41,43,54,47,1021.8,1018.2,"1","October"
4.8,10.5,13,7,67,53,1023.2,1020.5,"0","October"
3.6,5.4,43,48,73,66,1016.4,1011.9,"1","October"
7.6,10.6,26,24,59,33,1022.8,1023,"0","October"
4,6,20,20,73,59,1026.1,1025.9,"0","October"
1.8,8.5,9,17,69,40,1027,1026.2,"0","October"
3.6,9.7,9,30,80,39,1029.7,1026.7,"0","October"
6.2,9.8,35,39,38,36,1028.8,1025.4,"0","October"
8,4.2,52,39,55,54,1023,1019.8,"1","October"
4,0,13,17,91,92,1017.4,1015,"1","October"
1.4,5.9,9,33,76,41,1012,1006.3,"1","October"
5.8,0,28,37,92,87,993.4,992.4,"1","October"
4.6,8.8,31,33,77,81,1006,1009,"1","October"
4,5.6,20,28,71,48,1015.2,1015.1,"0","October"
4,6.6,20,37,60,39,1020.1,1019.8,"1","October"
2.6,10.4,9,13,63,39,1028.2,1027.8,"0","October"
3.6,12.1,2,7,63,41,1029.3,1026.1,"0","October"
4.6,11.7,20,20,68,32,1023.6,1019.3,"0","October"
6.2,10,30,37,49,30,1017.1,1013.2,"1","October"
7.4,3.7,26,20,92,55,1017.9,1020,"1","October"
3.2,11.4,13,19,46,43,1023.9,1022.5,"0","October"
4.6,12.6,7,31,57,42,1022.7,1017.9,"0","October"
5.2,6.6,31,19,40,47,1015.1,1014.3,"1","October"
3.6,9.4,17,19,45,46,1020.1,1020,"0","October"
4.6,12.4,11,22,57,45,1020,1016.2,"0","October"
7,9.6,33,41,52,33,1013.3,1008.7,"1","October"
9,0,17,19,82,96,1006.2,1005.4,"1","October"
4.2,0.5,24,31,94,51,1007.7,1011.8,"1","October"
2.8,4.8,19,17,63,46,1019.4,1017.4,"0","November"
4.4,3.2,15,20,78,77,1018.4,1016.9,"1","November"
1.6,2.4,17,19,68,47,1021.8,1021.3,"1","November"
3,8.1,15,22,52,44,1024.6,1022.8,"0","November"
2,12.6,9,17,55,30,1025.1,1021,"0","November"
6.8,13.1,19,13,57,41,1022.4,1017.9,"0","November"
7,5.7,54,37,50,43,1013.6,1009.2,"0","November"
4.4,8.5,9,17,55,40,1013.1,1014.2,"0","November"
5,13,7,20,54,25,1023.7,1019.4,"0","November"
9.4,2.2,26,31,49,29,1015.8,1015.6,"0","November"
3.8,9.5,7,31,74,29,1013.3,1007.6,"0","November"
8,2.2,43,46,44,46,1006.2,1004.3,"1","November"
6.4,0,19,28,96,94,1015,1014.7,"1","November"
2.8,1.5,13,15,78,69,1014.1,1013.5,"1","November"
3,5,15,26,73,58,1016.2,1014.8,"0","November"
1.6,8.1,13,9,63,41,1017.2,1016,"0","November"
3.2,11.9,15,11,54,39,1017.8,1014.5,"0","November"
4.8,2.6,15,24,58,80,1015.3,1018,"1","November"
3.2,13,28,22,45,42,1025.6,1024.1,"0","November"
5.6,12.6,6,22,66,56,1026.2,1022.7,"0","November"
5.2,10.3,13,17,75,57,1024.2,1021.2,"0","November"
5.2,12.1,19,33,68,21,1020.5,1017.1,"0","November"
10.2,12.9,46,33,33,29,1019.3,1017.3,"0","November"
11.6,7.4,28,33,49,35,1017.8,1016.1,"1","November"
10,0.3,20,19,89,76,1016,1016.6,"1","November"
0.8,4.6,7,20,80,76,1017.1,1013.4,"1","November"
5.8,0,22,20,85,86,1009.5,1007.7,"1","November"
5,2.7,28,35,88,66,1013,1015.4,"0","November"
2.8,5.4,24,31,68,52,1018.2,1015.3,"0","November"
4.4,8.4,9,17,65,49,1017.8,1014.8,"0","November"
5.4,0.6,11,11,76,55,1015.7,1013.1,"1","December"
2,5.9,20,19,84,81,1015,1013.5,"1","December"
4.6,5.1,35,24,59,40,1012.5,1009.3,"0","December"
5,12.5,44,11,62,43,1010,1008.9,"0","December"
6,6.5,7,11,84,58,1013.1,1010.4,"0","December"
5.2,6.1,6,15,67,45,1012,1007.7,"1","December"
6,1,35,26,52,85,1007.3,1006.3,"1","December"
5,0.6,37,20,67,69,1003.4,1003.8,"1","December"
5.4,9.7,11,13,60,46,1010.2,1007,"1","December"
4.8,8.3,19,20,44,26,1011.2,1008.7,"0","December"
7.2,11.3,28,33,55,47,1005.9,1001.4,"0","December"
8.2,6.4,31,33,49,81,1005,1006.9,"1","December"
4,11,13,6,51,40,1015.4,1014.4,"0","December"
4,13.3,7,6,55,42,1015.5,1010.7,"0","December"
8,2.1,50,24,44,69,1002.5,1004.6,"0","December"
4,11.4,20,20,53,31,1008.8,1006.8,"0","December"
6,7.1,20,30,49,28,1003.1,999.4,"1","December"
4.6,4.3,28,26,86,57,1001.7,1002.5,"1","December"
4.2,3.7,24,20,49,44,996.5,994.4,"1","December"
